cur_batch,avg_ep_rewards,avg_ep_error,avg_actor_loss,timestamp
0,47.21337890625,0.047690382170994985,-2.045752e-06,1683625723.183727
1,49.18798828125,0.0477366362713325,-0.0005002621,1683625865.7120209
2,50.831787109375,0.04774156827395151,-0.00068838574,1683625956.5734851
3,53.3740234375,0.047797354382746265,-0.00038314218,1683626047.140954
4,54.635986328125,0.04781058029548613,-0.0005033738,1683626133.395541
5,56.11181640625,0.047890131705829356,-0.00045778975,1683626193.593432
6,57.531982421875,0.04780796511081868,-0.00031964591,1683626253.9045608
7,58.3916015625,0.04766882362429063,-0.00019711486,1683626315.03152
8,58.461669921875,0.047712090434090054,-0.0004652337,1683626375.387927
9,59.06494140625,0.04766248905942943,-0.00012599623,1683626438.391653
