cur_epoch,network_rewards_each_epoch,network_error_each_epoch
1,72.203125,0.251931122994634
2,72.49658203125,0.2503049783489618
3,72.3798828125,0.2456372346679269
4,72.49755859375,0.2478574436379036
5,72.4384765625,0.2526591254901094
6,73.0,0.25010392889805655
7,72.55224609375,0.25191925041970353
8,72.76708984375,0.2554592594427569
9,72.3046875,0.2554144448706951
10,72.759765625,0.24308649610761415
11,72.4873046875,0.24778513634493254
12,72.25048828125,0.2556181488945772
13,72.60009765625,0.2509221616836207
14,72.4033203125,0.2523563239785468
15,72.82275390625,0.2514959684109336
16,72.7490234375,0.24431097477157218
17,72.42236328125,0.25157132139754695
18,72.37255859375,0.25248472346604867
19,72.64208984375,0.24806448895512617
20,72.5537109375,0.25223972871512856
21,72.75732421875,0.253242630240671
22,72.9091796875,0.2423376331365947
23,72.33642578125,0.24714614977402571
24,72.41455078125,0.24729362745616243
25,72.6064453125,0.2527027870599464
26,72.15673828125,0.2570552395054371
27,72.3916015625,0.25818950278811564
28,72.11328125,0.2545841118357899
29,73.044921875,0.24820055293574705
30,72.74755859375,0.24731649579657228
31,72.822265625,0.24592187344081912
32,72.328125,0.25373036087782036
33,72.4619140625,0.2472859062070165
34,72.7978515625,0.24436040427231862
35,72.69189453125,0.2485100144651929
36,73.0712890625,0.2538666171539868
37,72.51611328125,0.24904615985762119
38,72.453125,0.24708937017347016
39,72.65966796875,0.2497088589916539
40,72.8466796875,0.24505485923872472
41,72.4990234375,0.24901003240520303
42,72.77294921875,0.25174079471089256
43,72.666015625,0.2501027633640069
44,72.5185546875,0.2532025700718732
45,72.84423828125,0.25104842265816246
46,72.6884765625,0.24873760405611423
47,73.28076171875,0.24145276359744772
48,72.7060546875,0.25216360596877463
49,72.5947265625,0.24997883852416602
50,72.072265625,0.2558842093667443
51,72.65966796875,0.24370262887519548
