cur_epoch,network_rewards_each_epoch,network_error_each_epoch
1,49.05285714285714,0.5809510926159464
2,50.572857142857146,0.5731176541348639
3,51.19,0.5604803515644379
4,53.54,0.5671264481253412
5,57.83,0.5462876008634489
6,59.857142857142854,0.535795640081206
7,61.93571428571428,0.49046439289688337
8,63.277142857142856,0.5218065836947365
9,63.887142857142855,0.5041826772229108
10,63.48,0.5285573743305296
11,65.27571428571429,0.5092326903730813
12,65.50428571428571,0.5336799223085112
13,66.54571428571428,0.49930878169247
14,65.84714285714286,0.5203425957094239
15,66.07428571428571,0.5044296377843184
16,66.47571428571429,0.49115147325372066
17,66.68714285714286,0.481088231302093
18,66.75285714285714,0.4768438847033783
19,67.53142857142858,0.4567773283524403
20,67.56857142857143,0.44607061894340017
21,67.46571428571428,0.4560258163629603
22,67.95142857142856,0.4404736517669072
23,67.32285714285715,0.4641099321868893
24,67.67857142857143,0.4626028370423707
25,68.01,0.43970985331470663
26,68.30285714285715,0.4476920276300423
27,68.09428571428572,0.4681744336158748
28,67.86714285714285,0.42337479002414435
29,68.05285714285715,0.43933865949395745
30,69.02142857142857,0.4515973431607567
31,68.78714285714285,0.47404745367757484
32,67.63857142857142,0.459675037327122
33,67.51285714285714,0.4619145699919472
34,68.82714285714286,0.44400791564398817
35,68.83,0.4695476981269598
36,67.95714285714286,0.45504589202452594
37,67.65142857142857,0.4368088092747882
38,69.06428571428572,0.4503561111189205
39,69.18571428571428,0.43445921614764577
40,68.68428571428572,0.4441530053126736
41,68.67714285714285,0.4424122979748833
42,69.11285714285714,0.440917605995687
43,68.76285714285714,0.4261614005967699
44,69.86428571428571,0.43002635691139207
45,69.27,0.43077995235031397
46,69.03285714285714,0.43507035388312587
47,69.74714285714286,0.4265242636965286
48,69.19,0.43057562326139504
49,69.45142857142856,0.45601053642371686
50,69.56571428571428,0.4377865875171515
51,69.83571428571429,0.4254939677810671
52,69.79142857142857,0.40716929380693967
53,69.69285714285714,0.43727113964070646
54,70.34571428571428,0.44769326494288325
55,70.21142857142857,0.41736468801137666
56,69.54571428571428,0.4357436457153921
57,69.66857142857143,0.43323912558965744
58,70.38571428571429,0.4114232567683948
59,69.51142857142857,0.4290019470281409
60,69.68142857142857,0.45948053759815205
61,69.4,0.4209852389675574
62,70.15857142857143,0.44370287578796164
63,69.97,0.4296376498912562
64,69.16,0.41312665449358416
65,69.82714285714286,0.44694903212534676
66,70.45285714285714,0.41569573911920954
67,70.22,0.4436263366061716
68,70.05428571428571,0.3998875789540721
69,70.67142857142858,0.4415936551494163
70,70.34428571428572,0.442659004391751
71,70.28857142857143,0.4252531264721566
72,69.55428571428571,0.42985744467267845
73,70.47,0.4595969174511642
74,70.13857142857142,0.4475638332569447
75,70.76571428571428,0.4460520175185418
76,70.28714285714285,0.42915028594890764
77,70.24142857142857,0.4262848491264406
78,69.99,0.44686876583349505
79,70.45714285714286,0.4505183279827764
80,69.54285714285714,0.42140124435786336
81,70.03,0.42901493718346284
82,71.15428571428572,0.4401468612579427
83,70.12428571428572,0.4418010151937624
84,70.43285714285715,0.42198231002122055
85,69.89571428571429,0.4306411621009153
86,70.15571428571428,0.4483348492212479
87,70.16285714285715,0.4079251489105601
88,70.21571428571428,0.4436776434664624
89,69.47,0.47318368095103125
90,70.17428571428572,0.4267502666518951
91,70.31571428571428,0.44240351684872103
92,69.72714285714285,0.4373549538820055
93,70.07285714285715,0.4314268786289266
94,69.63,0.4249830008605146
95,70.71,0.41963572638318447
96,69.90428571428572,0.4596950789356654
97,70.30428571428571,0.44221194277445913
98,70.64,0.4331829985168873
99,70.37142857142857,0.4263643851464177
100,70.04571428571428,0.4370647389184249
101,70.43571428571428,0.42511488757568106
102,70.64714285714285,0.4516993859603619
103,70.15714285714286,0.4134738702740681
104,70.23,0.42633696072664484
105,70.37285714285714,0.42184648597084173
106,70.73714285714286,0.4310917187453796
107,70.42714285714285,0.42863162502415225
108,70.70285714285714,0.4208208554953343
109,70.61,0.4333602215624469
110,70.18428571428572,0.44332516085907964
111,70.72428571428571,0.4281850332981348
112,70.59714285714286,0.42801009497372483
113,70.76571428571428,0.4122055588423387
114,70.78428571428572,0.4131028115912629
115,71.48428571428572,0.42953897246114203
116,70.42428571428572,0.44272575733733016
117,70.21142857142857,0.4296479540641232
118,70.19,0.42881357445007856
119,70.35428571428571,0.4459068657742404
120,70.99142857142857,0.4360910515566828
121,70.90285714285714,0.44907022832831556
122,70.88571428571429,0.43317729118418435
123,69.86142857142858,0.43901921898200374
124,70.34714285714286,0.4212194257922147
125,70.80857142857143,0.4247840953905796
126,70.56714285714285,0.42431660369932156
127,71.15714285714286,0.4057160822035535
128,70.37571428571428,0.447036014489581
129,70.91428571428571,0.4320309350763829
130,70.29285714285714,0.4411602612354092
131,71.19142857142857,0.4511263648741316
132,70.84285714285714,0.4311416129057931
133,70.73857142857143,0.4377893412231843
134,70.7,0.42742465620819525
135,70.75428571428571,0.44501716807712255
