cur_epoch,network_rewards_each_epoch,network_error_each_epoch
1,38.2958984375,0.4324036829136068
2,44.837890625,0.4518700313097086
3,48.8720703125,0.5116667894015788
4,51.0751953125,0.5512617117409131
5,54.8388671875,0.5396764056648067
6,55.11328125,0.5348415006054787
7,55.7744140625,0.5133142559044589
8,56.7451171875,0.5098689539092758
9,58.1611328125,0.492009606645521
10,58.390625,0.4660319041680673
11,59.0283203125,0.4415338962530845
12,59.83984375,0.44446977548964384
13,59.1044921875,0.44259490998097334
14,60.830078125,0.4288103991900292
15,63.5771484375,0.40816095923800116
16,65.2626953125,0.3961310374279706
17,66.580078125,0.40996721089339744
18,66.9677734375,0.41032122858929054
19,67.52734375,0.4024471224235648
20,68.986328125,0.3756705438277506
21,67.8486328125,0.4000874639325077
22,68.0771484375,0.38861900118512016
23,68.66796875,0.3669992938528621
24,68.4345703125,0.3822585679222819
25,68.5869140625,0.37631283745253996
26,69.2451171875,0.3558434500098796
27,69.05859375,0.36476470205288697
28,69.81640625,0.346286755170628
29,68.86328125,0.3597130015237604
30,69.142578125,0.346043903687902
31,69.3857421875,0.34506892502067543
32,69.05859375,0.3813854594426461
33,69.484375,0.35745889440716944
34,69.5126953125,0.3676830242907634
35,69.6015625,0.35606309438250394
36,69.37109375,0.35338204320629424
37,69.3232421875,0.36267170862642156
38,69.2099609375,0.3501243621025519
39,69.97265625,0.37164488572859267
40,69.5419921875,0.35567284975922553
41,69.810546875,0.3779173807116741
42,69.3642578125,0.3624890711694866
43,68.861328125,0.3716129034503837
44,69.3759765625,0.36905568144626133
45,69.3125,0.3513617048106152
46,69.7998046875,0.36623562411706356
47,70.0068359375,0.36824429267717773
48,70.201171875,0.34246107143862015
49,70.1015625,0.3634563557267337
50,70.1728515625,0.36764485582487544
51,70.1279296875,0.3460067759756316
52,69.8642578125,0.3611646217853139
53,69.791015625,0.38128391470695894
54,69.51171875,0.36718991461426614
55,70.1767578125,0.36309088441455206
56,70.2353515625,0.35510944059450816
57,70.3203125,0.36266241381468023
58,68.7236328125,0.3706550502153846
59,70.3505859375,0.3714753635709417
60,69.8876953125,0.3664154181217934
61,69.9287109375,0.36495983673382093
62,69.8427734375,0.3711113360905939
63,69.81640625,0.36194716341809774
64,71.2265625,0.3506572512721225
65,70.330078125,0.36149493825931495
66,69.86328125,0.3793726734360271
67,70.244140625,0.3513277276588044
68,69.5166015625,0.35914898975075354
69,70.2578125,0.368284413223374
70,70.576171875,0.3577553230728673
71,70.7626953125,0.3526693391356796
72,70.4580078125,0.36009369258247853
73,70.67578125,0.3651094886112563
74,70.5654296875,0.35254260111588825
75,70.689453125,0.35853444670770984
76,70.1328125,0.3747964147436982
77,70.669921875,0.3525464117916733
78,70.8759765625,0.35543286357239967
79,70.908203125,0.3568041471488215
80,70.4755859375,0.366908696784268
81,70.6162109375,0.3495823287625006
82,69.9609375,0.34589402267593916
83,70.6923828125,0.35289204512313127
84,69.4697265625,0.3568545135168745
85,70.2734375,0.3739117886507272
86,70.6259765625,0.35846329058083987
87,70.9970703125,0.3718959657685375
88,70.8525390625,0.3661246426951937
89,70.8291015625,0.36511567043129256
90,70.89453125,0.3518724346914336
91,71.037109375,0.35293594274587703
92,70.7431640625,0.3596024195350436
93,70.4267578125,0.3608401831494956
94,70.14453125,0.37191086203495516
95,71.1572265625,0.34509525493840165
96,70.5029296875,0.36156557760808145
97,71.0390625,0.36046195471501086
98,70.6396484375,0.3571576655832365
99,70.6572265625,0.3468717647414504
100,71.2666015625,0.35294895040385676
101,71.55078125,0.3527910383469766
102,70.6435546875,0.3534898577304002
103,70.8173828125,0.36214915507672085
104,70.806640625,0.3490302067608799
105,71.2626953125,0.3500214910188922
106,71.0009765625,0.3411531312601128
107,70.515625,0.36333867101219114
108,70.9423828125,0.36610232840755624
109,70.65625,0.34678970525436614
110,71.052734375,0.36063482941366604
111,71.275390625,0.3605729278624329
112,70.90234375,0.3441800764941281
113,70.703125,0.36228461608402235
114,71.224609375,0.3630374736566005
115,70.7861328125,0.3498413858487152
116,70.4814453125,0.3583726886677893
117,70.9755859375,0.34642842684009434
118,70.8359375,0.34586920762803935
119,71.375,0.36498623338630654
120,71.0869140625,0.3604709858963488
121,70.7216796875,0.3598784245548868
